,Price,Prediction,error_percentage
1142,1388000,1015644.0163286987,-26.82679997631854
5284,1702000,1681589.898011774,-1.1991834305655666
4055,680000,628647.46752961,-7.551843010351465
370,1200000,1413906.5857262863,17.825548810523856
3717,1250000,915383.4304677239,-26.76932556258209
2432,1375000,1139055.4949900673,-17.15960036435874
34,1280000,1105788.3962059617,-13.610281546409242
4812,490000,557462.504922655,13.767858147480602
3241,635000,695481.6042267721,9.524662082956235
2588,2280000,2438204.524475939,6.938794933155224
2909,1199500,1199935.344540524,0.036293834141230816
1600,3560000,3163062.1153630936,-11.149940579688383
1300,802000,901664.0610004186,12.42694027436641
1004,1630000,1667681.1502357877,2.3117270083305357
4087,4998000,4437802.558182205,-11.208432209239593
1736,519000,525735.6685450121,1.297816675339524
3468,598000,589254.827070475,-1.462403499920573
321,533000,544595.709009698,2.1755551612941857
2118,738000,777205.276525128,5.312368092835779
1615,625000,644703.4024989743,3.1525443998358957
220,661000,587956.9538980663,-11.050385189399954
3071,1070000,1044821.7315540431,-2.353109200556717
3308,605000,612433.8485696147,1.2287353007627597
2246,645000,605330.4636997606,-6.150315705463471
3491,533000,624580.7250469986,17.18212477429617
2625,2512380,2696313.203198337,7.321074168650324
5272,816000,761318.5505357352,-6.70115802258147
1450,1000000,991148.4794667143,-0.8851520533285686
1921,560000,552613.895224936,-1.3189472812614362
4084,1250000,1477292.3577269977,18.183388618159814
1100,679000,929408.6594387867,36.87903673619834
3876,678000,691187.67852597,1.9450853283141545
4637,795000,915303.7930703006,15.132552587459195
4622,3950000,3585173.044623381,-9.236125452572633
1122,555000,547926.4241024666,-1.274518179735756
474,484000,511655.60082799115,5.713967113221311
246,780000,797865.7386103878,2.2904793090240743
1812,999900,968306.9478664821,-3.159621175469339
2829,538000,779525.2810632688,44.89317491882319
157,2290000,1820155.9789478548,-20.51720615948232
2991,2800000,2958161.0438174605,5.6486087077664475
1820,1260000,1234280.853898567,-2.0412020715423083
3752,1770000,1494859.5930758438,-15.544655758426906
1892,1104761,1039726.5618920706,-5.886742753222591
1703,808000,780001.5871194066,-3.465150108984337
265,420000,626503.997115274,49.167618360779514
2983,508000,551348.4417900655,8.533157832690058
5016,855000,777082.221654811,-9.113190449729714
2781,3900000,2295676.875881053,-41.13649036202428
819,1650000,1415045.9316456357,-14.239640506325108
2035,750000,602156.5585520137,-19.712458859731505
1119,1705000,1758441.183888406,3.134380286710031
2083,850000,1514079.2257882254,78.12696773979123
1752,1460000,1773219.6329727909,21.453399518684304
5141,748000,967486.3011224912,29.343088385359795
3360,792000,873087.5874184647,10.238331744755644
309,1365900,1129642.8453219407,-17.296811968523265
3311,572500,637020.4319752828,11.269944449831065
4712,1850000,1427011.7983707895,-22.864227115092458
2825,825000,875406.9120925294,6.1099287384884065
4946,1779000,2490172.5664007505,39.975973378344605
66,665000,820506.0071697229,23.384361980409462
2525,768000,709860.6288694574,-7.570230615956067
4206,699000,642579.6775343708,-8.071576890647954
151,530000,574195.3591332366,8.338747006271053
328,1651250,1390038.1975035067,-15.819034216290284
4150,468800,466629.512512971,-0.4629879451853654
2452,1299000,2062435.1934169973,58.77099256481888
5097,1290000,1167164.839252153,-9.522105484329229
3747,800000,771043.6459302157,-3.6195442587230358
4467,438000,587459.8998790064,34.123264812558546
5160,1898000,1841586.4634627085,-2.9722621990143034
3288,1018000,969159.5483538928,-4.7976868021716355
1925,1295000,1301583.355447986,0.5083672160606896
1225,1191000,1986110.8359448158,66.75993584759159
4145,1170000,1142795.6762284364,-2.3251558779114183
4695,698000,691897.8008309994,-0.8742405686247293
3583,405000,462716.2425404819,14.250924084069608
2819,750000,753799.0162237033,0.5065354964937705
1954,1260000,1370328.8566653023,8.756258465500183
1317,912500,1152775.2873324626,26.331538337804123
2761,1250000,1419860.2260722248,13.588818085777984
1645,783000,794707.2370544088,1.4951771461569299
5331,483000,523712.4466395956,8.429077979212343
3367,570000,597100.7929817,4.754525084508779
4605,640000,568144.5640275843,-11.227411870689957
4795,980000,923935.5487532144,-5.720862372120978
3859,480000,518796.12557973195,8.082526162444156
4967,620000,668975.4957114618,7.899273501848671
1771,1600000,1637422.1620908105,2.338885130675655
4822,608000,660884.1391659108,8.698049204919535
1510,865000,1085882.3668278856,25.535533737327814
1630,1038500,1190306.3770277735,14.617850460064858
4047,655000,610477.6849234974,-6.7973000116797895
3434,1450000,1897856.7971606355,30.886675666250724
4734,1300000,1357263.7079851632,4.404900614243323
84,3099000,3046303.237924435,-1.7004440811734374
4006,1280000,891107.3433436882,-30.382238801274365
609,545000,535142.0013598414,-1.8088070899373512
959,1963000,1649081.2814406157,-15.991783930686926
3047,617000,563794.1671589857,-8.623311643600367
4394,1915000,4494264.935080925,134.68746397289425
3009,467000,460205.893916781,-1.4548407030447532
2332,2038000,2113280.7731572893,3.693855405166303
2230,650000,653898.4678555095,0.599764285462998
2217,1900000,1257112.9766794296,-33.836159122135285
5340,2040000,4163064.0317935483,104.07176626438964
3506,4180000,7057093.734651445,68.82999365194846
4406,470000,540281.3474133528,14.953478173053789
1445,1000300,877335.5481928721,-12.292757353506738
781,785000,801159.1069290427,2.058484959113723
5401,1765000,4497201.3134403685,154.79894127140898
2794,1350000,1260948.040592317,-6.596441437606147
1471,1199000,1448703.5131169884,20.825981077313457
3101,1168000,1294731.2121320665,10.850275011307062
853,769500,849190.7077000968,10.356167342442726
1105,2288000,3503919.79649339,53.14334774883698
3394,1449900,1690537.6341406407,16.596843516148752
4170,675000,730969.9920762263,8.291850677959449
3568,1672000,1588494.2028994374,-4.994365855296806
3145,723000,720672.7254027443,-0.32189136891504094
3165,799000,910662.5921098184,13.97529313013997
1910,1768000,2157984.262778345,22.057933415064763
2112,990000,1742850.865249966,76.04554194444101
3585,525000,545096.5516337742,3.827914596909369
5028,1550000,1404047.1678084556,-9.416311754293185
5024,918000,904509.4943126134,-1.4695539964473434
4667,1232000,1412298.6070854885,14.634627198497444
2966,760000,699949.4842358689,-7.901383653175144
4259,1530000,1079761.8285051363,-29.427331470252525
4858,2990000,5256059.653275249,75.7879482700752
4350,897000,897564.2363498134,0.0629026031007143
4545,1790000,1574295.2121308849,-12.050546808330454
2726,825000,795042.7581623707,-3.6311808288035574
4982,885000,1137011.8216488613,28.475912050718787
3439,560000,602755.6788233194,7.634942647021317
4927,799000,695498.1264126517,-12.95392660667688
1229,1405000,1426613.7146302878,1.5383426783123015
1123,458000,492750.2768559199,7.5873966934322965
476,2050000,2290396.331562678,11.726650320130627
2168,1650000,1726169.0667275914,4.616307074399482
695,1910000,1839664.7064522146,-3.6824761019782914
1164,999000,947265.2295419117,-5.178655701510336
4578,599000,673780.3995555826,12.484206937492914
2521,610000,718612.1333933206,17.80526776939682
1156,562500,638399.8470670437,13.493306145252204
9,700000,757509.3090809803,8.215615582997179
3889,949000,1167929.825679792,23.06952852263352
3842,651000,620754.1122542421,-4.646065705953601
5449,449000,541107.0818298807,20.513826688169424
1826,435900,549021.5937410286,25.95127179193131
881,2890000,10339539.00167096,257.76951562875297
1214,890000,901411.8875762856,1.2822345591332172
5313,1050000,2118058.2672146787,101.71983497282655
3220,1300000,1330212.998581205,2.3240768139388486
1256,547182,528879.000476116,-3.3449564356802735
2043,415000,463358.55494107155,11.65266384122206
105,657000,630570.1967817924,-4.022801098661728
5301,669000,708402.5498244119,5.88976828466545
3470,445000,529935.1219088986,19.08654424919069
1956,780000,761933.1085450742,-2.3162681352468923
5135,1300000,1005917.4799083893,-22.621732314739287
3445,3300000,2183254.2497899546,-33.84078030939531
3638,1860000,2041643.9741987942,9.765805064451301
2492,1498000,1614138.163704998,7.752881422229513
451,790000,678596.050840565,-14.101765716384177
379,1415000,1501621.2567216556,6.121643584569301
4804,2088000,2247601.251134099,7.643738081135008
1609,1350000,2110869.300080015,56.360688894815915
4190,840000,733520.6354807642,-12.676114823718546
3408,955000,1479522.1955010078,54.92379010481757
485,2290000,1917055.1895775385,-16.285799581766877
3797,1378000,1348667.5474312606,-2.128625004988347
2930,630900,706501.3376131634,11.983093614386336
3517,1885000,2210702.6564128175,17.278655512616314
2543,769000,803875.9947894623,4.5352398945984795
2082,635000,931798.0899398755,46.73985668344496
3298,2310000,1917577.3712163877,-16.987992588035166
4664,958000,1008834.139768286,5.306277637608145
4953,600000,569070.0564957276,-5.154990584045397
4901,565000,592113.8159238328,4.798905473244748
931,940000,901055.8255077207,-4.142997286412692
181,774900,777330.8512168583,0.3136986987815528
2220,808197,695550.96559812,-13.9379426553031
2050,680000,833934.1539397095,22.63737557936905
4592,749000,982819.1290322258,31.21750721391533
984,523000,564391.4834363394,7.914241574825892
4364,837400,948831.023222061,13.3067856725652
5036,570000,621207.7052068351,8.983807931023694
5434,1100000,1106396.2087626155,0.5814735238741322
4818,814000,745784.2638585591,-8.380311565287583
3033,575000,683311.609928694,18.836801726729384
463,1328000,1079577.7452718813,-18.706495084948692
1650,689000,613694.7284928389,-10.929647533695368
611,590000,664484.3096368373,12.624459260480906
2765,3000000,2120381.021250355,-29.320632624988164
442,665000,698265.6223468565,5.002349225091205
2654,2880000,2294873.318618806,-20.31689865906923
3927,1375000,1298974.873031564,-5.529100143158978
3763,585000,587022.9203852467,0.34579835645243545
3368,570000,593275.1346715095,4.083356959913948
1649,645900,661470.8017633897,2.4107140057887793
806,660000,656967.1457740422,-0.4595233675693585
5170,795000,691963.8196198797,-12.960525833977396
28,1610000,1504036.5264891288,-6.581582205644172
5066,458000,479876.128231437,4.7764472121041495
5003,693000,758310.898695793,9.424372106175037
4149,899000,890923.6027142333,-0.8983756713867259
271,687000,739856.5558927801,7.693821818454159
26,1333238,1191673.5269031785,-10.618094676030946
1028,606000,421588.0738772274,-30.431010911348615
3236,839900,855316.8011206521,1.8355519848377329
2051,2980000,3915712.0660338798,31.399733759526168
1263,1680000,1908413.5048198935,13.596041953565091
2798,889900,1017326.1052839719,14.319148812672422
3755,850000,808737.0508428472,-4.854464606723858
1451,1500000,2093397.2209160908,39.559814727739386
3179,649000,607152.875634543,-6.44793903936163
169,593000,582714.3767961053,-1.734506442478028
675,1250000,1339247.10351624,7.139768281299193
3092,868000,774761.8704368356,-10.741719995756272
47,850000,1031103.2870712819,21.306269067209637
3492,2299000,2274650.3075344167,-1.0591427779723066
3546,1175000,1189996.562424112,1.276303185030818
967,1730000,1693153.0227668015,-2.129883077063495
3695,1740000,1459293.5253841227,-16.13255601240674
3496,558000,695292.0435852795,24.604308886250806
5322,879000,992741.8357988609,12.939913060166198
4702,1125000,1007249.4799768296,-10.466712890948479
3164,2236800,2198409.410043094,-1.7163175052264914
4440,800000,870728.7031284702,8.841087891058779
4820,470000,656801.6277632898,39.74502718367869
2467,4050000,3990823.520465972,-1.4611476428155086
4387,778000,767387.1076195195,-1.3641249846376013
3968,990000,1043700.5436485761,5.424297338240013
4165,598500,620917.2317427413,3.745569213490611
4676,3000000,1609336.8123213763,-46.35543958928746
5210,2180000,2051730.3989870583,-5.883926651969802
990,463000,440988.6081214776,-4.754080319335293
4524,1688000,1646914.6417200728,-2.4339667227445005
5072,618000,663375.6892310724,7.342344535772238
1380,2039760,1740396.3657733991,-14.676414589294861
905,1190000,1262326.215064012,6.077833198656469
5205,570000,504599.81603792665,-11.473716484574274
855,1399000,1332824.9932445826,-4.730164886019832
987,539900,621941.698816161,15.19572121062438
2403,415000,489711.6448377556,18.002805985001345
1378,570000,629181.3262915468,10.382688823078388
2454,640000,614267.169477527,-4.020754769136402
1286,520000,578262.4446190116,11.204316272886846
208,1150000,1208776.8489359848,5.1110303422595456
3391,503000,534625.5864407832,6.287392930573206
191,989000,1494562.7160838977,51.11857594377126
3356,1815000,893755.4851283784,-50.75727354664582
4471,799000,719130.2892771658,-9.996209101731441
1076,1588000,1760294.1446773943,10.849757221498383
4320,2695000,3006884.4411281487,11.572706535367299
4839,820000,762821.2522920669,-6.97301801316257
3266,553000,592416.4500450107,7.127748651900662
2269,2100000,4251271.780064524,102.44151333640592
5,920000,1009708.7285763182,9.750948758295461
4325,581400,559755.747841015,-3.7227815890927087
3542,443800,503086.7601586019,13.358891428256403
1827,2050000,2177727.944291169,6.230631428837503
4444,620500,660650.1369394703,6.470610304507704
1315,930000,1119847.4760057116,20.413707097388343
4509,1220000,1164008.6137335943,-4.589457890688991
3332,2350000,2437898.3265521866,3.740354321369644
4209,499000,540811.209359307,8.3789998716046
3675,1699000,1837470.409907272,8.150112413612247
2550,2165000,1887608.5636117067,-12.81253747751932
4697,479000,428299.1855883878,-10.58472117152656
2607,740000,555945.9730783609,-24.8721658002215
251,410000,425777.9108249737,3.848270932920419
4969,564000,480586.70482379687,-14.789591343298428
3809,464900,447265.4354524895,-3.793195213489035
651,750000,891601.6119919375,18.880214932258337
1020,1600000,1689378.768931317,5.586173058207307
3664,8990000,4631672.663253473,-48.479725659027
913,1049000,1013192.1979120937,-3.4135178348814375
164,525000,576421.193103513,9.79451297209771
3668,675000,749028.7944938043,10.967228813896938
5295,585000,716534.8966102937,22.484597711161307
3805,2650000,2931467.565247516,10.621417556510043
39,649000,600720.5140148782,-7.439057932992574
2570,979900,1363173.678935713,39.11355025367006
3655,815000,764113.0189107247,-6.2438013606472795
2391,513000,509904.6951572449,-0.6033732636949477
3689,642000,738609.3354412583,15.048183090538672
3378,2590000,2889952.735389335,11.581186694568922
1891,579900,550554.2922418227,-5.0604772819757375
4272,669900,605888.753613271,-9.55534354183146
5364,1750000,1712117.6036540638,-2.164708362624927
4968,825000,828294.1160446132,0.3992867932864465
5006,1120000,1031859.6434763165,-7.8696746896146
3720,1245000,1242136.0354348181,-0.2300373144724395
3606,1079000,931203.5418256825,-13.697540145905235
3424,3904762,4314542.950737986,10.494389945865734
5303,1320000,2299008.1818479476,74.1672865036324
3888,1365000,1250912.7295017673,-8.358041794742322
4300,685000,645339.5984648145,-5.789839640173069
4118,535000,503466.604922641,-5.89409253782411
4507,1375000,1144381.2539258949,-16.772272441753103
1486,1698000,1908397.5599232244,12.390904589118044
354,697000,579475.9166794794,-16.861417979988605
504,535000,505232.39106040413,-5.564039054130069
430,1180000,1349230.3970557211,14.341559072518741
4341,575000,544493.0599063709,-5.305554798892011
663,472000,486138.1787864154,2.995376861528681
1676,680000,544151.8158792207,-19.977674135408716
648,2135000,1552560.5430937696,-27.28053662324264
2768,1149000,1173808.4801655724,2.159136654967134
2538,948500,925422.0816544547,-2.433096293678999
4286,775000,867446.1326719131,11.928533247988792
5266,900000,901512.2186434058,0.16802429371175823
2903,619900,589918.0089458221,-4.836585103109835
5112,1190000,893248.5280686168,-24.937098481628844
2284,850000,1143888.8385242433,34.57515747344039
4114,508000,528439.5061251583,4.023524827787063
1037,740000,738161.9279660138,-0.24838811270084005
4303,648000,661552.9708282026,2.0915078438584187
288,469900,523951.58606668253,11.502784862030758
4362,720000,765061.6532689508,6.258562954020938
3920,1675000,1485926.3072009909,-11.287981659642337
4952,728800,655110.2575389193,-10.111106265241585
1644,931000,1019348.0269985836,9.489583995551405
2298,859000,983448.5583242503,14.487608652415632
2481,1200000,1238267.7571306538,3.1889797608878188
4184,485579,505104.06789066386,4.0209868817769845
4025,588000,611601.6728621087,4.0138899425354895
4651,1108000,1069344.8168585803,-3.4887349405613417
3074,544000,520357.03530769044,-4.346133215498081
727,3820000,3910922.548545561,2.3801714278942616
1508,799999,1585851.3706489573,98.23166912070607
3601,663000,606525.5471596898,-8.518017019654627
1931,3499000,2093488.4089429525,-40.16895087330802
364,1038500,913435.660732594,-12.0427866410598
2187,2600000,2209152.2090975842,-15.032607342400606
3134,5850000,3232166.9894510256,-44.7492822316064
3834,1525000,1563723.6340152682,2.5392546895257824
1705,638000,688315.2176373024,7.886397748793472
2417,630000,740747.5096556515,17.578969786611353
3407,506250,516667.2025861863,2.0577190293701317
2809,1230000,1305631.372330665,6.14889205940365
4331,3395000,1269659.524724532,-62.602075854947515
2734,1019900,1125854.7586986613,10.388739944961403
540,842000,906156.0219097042,7.6194800367819715
3206,1010000,991756.4776432617,-1.8062893422513204
4212,1305000,1249800.0273100417,-4.229882964747762
528,912000,799884.6842498401,-12.293346025236831
3722,439000,384881.69991727325,-12.327630998343224
4831,532000,530851.8936280882,-0.21580946840447832
852,514000,571581.220804749,11.202572141001763
3163,705000,720172.1924157935,2.152084030609013
2799,780000,1020992.3171807543,30.89645092060952
4425,475000,526525.3042129326,10.847432465880544
2006,462800,508575.9477432364,9.891086374943038
606,2120000,2805879.6170064146,32.35281212294409
2608,4390000,5063835.420148446,15.349326199281235
1492,749000,778828.2356424205,3.9824079629399836
4061,1975000,1664718.8984519646,-15.710435521419514
2564,632000,508367.26891308004,-19.562140994765816
1520,1250000,1547551.7184701478,23.804137477611825
323,2599000,2078686.4065846172,-20.01976119335832
254,828900,873252.0182337112,5.350707954362559
3485,638000,868876.6117565099,36.18755670164732
3087,690000,751788.783010923,8.95489608853956
3339,915000,828000.4100972317,-9.508151901941886
887,610000,686382.5959401287,12.521737039365355
2444,910000,1223854.3295621336,34.489486765069636
500,499999,485966.0723753495,-2.806591138112371
1333,552500,586735.4050510436,6.1964534029038205
3238,600000,646682.8318901454,7.780471981690905
1755,1749900,1612219.3801423337,-7.867913586928757
3796,1073000,1156922.1810532862,7.821265708600762
238,619000,658811.3931208805,6.4315659322908685
4635,690000,667737.4400739823,-3.2264579602924135
1421,1750000,1600747.6046383649,-8.52870830637915
514,599000,1436468.6579820963,139.81112821070053
450,575000,502299.13820461126,-12.643628138328477
2032,643600,649470.8161284309,0.9121839851508526
998,1049900,932188.822004464,-11.211656157304125
4383,5699000,5405421.01909381,-5.151412193475879
